Source MAC,Destination MAC,Packet Count
54:1f:8d:80:0b:1d,16:92:4b:fc:d6:6f,2
b0:b8:67:43:50:00,00:c3:0a:ad:79:6c,6
b0:b8:67:43:50:01,00:c3:0a:ad:79:6c,4
b0:b8:67:43:50:02,00:c3:0a:ad:79:6c,10
b0:b8:67:43:50:00,ee:54:5f:4f:79:5f,1
b0:b8:67:43:50:01,ee:54:5f:4f:79:5f,1
b0:b8:67:43:50:02,ee:54:5f:4f:79:5f,1
4a:a6:44:d2:00:c6,ff:ff:ff:ff:ff:ff,2
f6:fd:51:63:b6:eb,ff:ff:ff:ff:ff:ff,1
de:5c:df:19:d7:31,ff:ff:ff:ff:ff:ff,1
a6:77:16:de:69:df,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:61,72:a7:d0:5c:c9:e3,1
7c:57:3c:a4:1e:62,72:a7:d0:5c:c9:e3,1
7c:57:3c:a4:1e:60,fa:8f:76:90:ab:5d,2
7c:57:3c:a4:1e:61,fa:8f:76:90:ab:5d,2
7c:57:3c:a4:1e:62,fa:8f:76:90:ab:5d,2
54:1f:8d:80:0b:1d,1e:de:bd:1d:b0:f3,2
7c:57:3c:a4:1e:60,1e:de:bd:1d:b0:f3,1
1e:de:bd:1d:b0:f3,ff:ff:ff:ff:ff:ff,5
b0:b8:67:43:50:00,1e:de:bd:1d:b0:f3,1
b0:b8:67:43:50:01,1e:de:bd:1d:b0:f3,1
b0:b8:67:43:50:02,1e:de:bd:1d:b0:f3,1
82:9e:0b:fb:7d:a5,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,82:9e:0b:fb:7d:a5,1
7c:57:3c:a4:16:81,82:9e:0b:fb:7d:a5,1
7c:57:3c:a4:16:82,82:9e:0b:fb:7d:a5,1
7a:72:64:88:5d:74,ff:ff:ff:ff:ff:ff,1
16:20:11:4f:7a:46,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:61,1e:e9:84:1a:0a:c8,1
7c:57:3c:a4:1e:62,1e:e9:84:1a:0a:c8,1
b0:b8:67:43:50:02,16:33:7d:4b:40:08,1
96:25:5d:e3:ea:3b,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:02,96:25:5d:e3:ea:3b,1
b0:b8:67:43:4c:02,42:f8:5d:b4:bf:80,1
54:1f:8d:80:0b:1d,92:c9:1d:40:0a:11,2
92:c9:1d:40:0a:11,ff:ff:ff:ff:ff:ff,3
be:43:f9:b1:d3:9f,ff:ff:ff:ff:ff:ff,6
b0:b8:67:43:50:00,be:43:f9:b1:d3:9f,2
b0:b8:67:43:50:01,be:43:f9:b1:d3:9f,2
b0:b8:67:43:50:02,be:43:f9:b1:d3:9f,2
7c:57:3c:a4:16:80,be:43:f9:b1:d3:9f,1
7c:57:3c:a4:16:81,be:43:f9:b1:d3:9f,1
b0:b8:67:43:50:00,2e:f7:66:fa:ea:e8,2
b0:b8:67:43:50:01,2e:f7:66:fa:ea:e8,2
b0:b8:67:43:50:02,2e:f7:66:fa:ea:e8,2
7c:57:3c:a4:16:80,2e:f7:66:fa:ea:e8,1
7c:57:3c:a4:16:81,2e:f7:66:fa:ea:e8,2
7c:57:3c:a4:16:82,2e:f7:66:fa:ea:e8,2
2e:f7:66:fa:ea:e8,ff:ff:ff:ff:ff:ff,1
de:bd:25:7a:c4:14,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,de:bd:25:7a:c4:14,1
b0:b8:67:43:55:a1,de:bd:25:7a:c4:14,1
b0:b8:67:43:55:a3,de:bd:25:7a:c4:14,1
c6:d7:ac:97:d6:a0,ff:ff:ff:ff:ff:ff,1
2e:72:ff:92:b5:4b,ff:ff:ff:ff:ff:ff,1
12:98:bd:53:d9:17,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,12:98:bd:53:d9:17,1
b0:b8:67:43:50:01,12:98:bd:53:d9:17,1
b0:b8:67:43:50:02,12:98:bd:53:d9:17,1
b0:b8:67:43:50:00,8e:46:25:4f:51:6b,1
b0:b8:67:43:50:01,8e:46:25:4f:51:6b,1
b0:b8:67:43:50:02,8e:46:25:4f:51:6b,1
b0:b8:67:43:55:a0,ea:3b:01:9c:d9:b8,1
b0:b8:67:43:55:a1,ea:3b:01:9c:d9:b8,1
b0:b8:67:43:55:a3,ea:3b:01:9c:d9:b8,1
3a:60:db:6a:24:9b,ff:ff:ff:ff:ff:ff,2
ca:45:d4:23:d1:09,ff:ff:ff:ff:ff:ff,1
9a:85:7f:2b:a3:a1,ff:ff:ff:ff:ff:ff,1
8a:5d:70:4b:45:e5,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,8a:5d:70:4b:45:e5,1
b0:b8:67:43:50:01,8a:5d:70:4b:45:e5,1
7c:57:3c:a4:16:82,8a:5d:70:4b:45:e5,1
b0:b8:67:43:50:02,8a:5d:70:4b:45:e5,1
7c:57:3c:a4:16:81,62:6a:45:fc:ae:67,1
7c:57:3c:a4:16:82,62:6a:45:fc:ae:67,1
ea:c8:b0:b2:bf:c3,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,ea:c8:b0:b2:bf:c3,1
b0:b8:67:43:55:a1,ea:c8:b0:b2:bf:c3,1
b0:b8:67:43:55:a3,ea:c8:b0:b2:bf:c3,1
c6:47:7a:3f:3b:04,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,d6:9b:fc:56:5d:ac,2
b0:b8:67:43:50:01,d6:9b:fc:56:5d:ac,2
b0:b8:67:43:50:02,d6:9b:fc:56:5d:ac,2
ca:c9:7b:a3:de:6d,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:16:80,ca:c9:7b:a3:de:6d,1
7c:57:3c:a4:16:81,ca:c9:7b:a3:de:6d,1
b0:b8:67:43:50:00,ca:c9:7b:a3:de:6d,2
b0:b8:67:43:50:01,ca:c9:7b:a3:de:6d,2
b0:b8:67:43:50:02,ca:c9:7b:a3:de:6d,2
b0:b8:67:43:4c:01,ca:c9:7b:a3:de:6d,1
46:0c:c2:27:22:80,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,46:0c:c2:27:22:80,1
b0:b8:67:43:55:a1,46:0c:c2:27:22:80,1
b0:b8:67:43:55:a3,46:0c:c2:27:22:80,1
16:55:d7:79:e8:67,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,16:55:d7:79:e8:67,2
b0:b8:67:43:55:a1,16:55:d7:79:e8:67,2
b0:b8:67:43:55:a3,16:55:d7:79:e8:67,2
d6:68:5b:65:94:ca,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,e2:71:7d:61:ab:b6,1
b0:b8:67:43:55:a1,e2:71:7d:61:ab:b6,1
b0:b8:67:43:55:a3,e2:71:7d:61:ab:b6,1
b0:b8:67:43:55:a0,d6:68:5b:65:94:ca,1
e2:71:7d:61:ab:b6,ff:ff:ff:ff:ff:ff,24
be:4d:d0:49:ae:e7,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,f6:5b:fd:fe:df:62,1
b0:b8:67:43:50:01,f6:5b:fd:fe:df:62,1
b0:b8:67:43:50:02,f6:5b:fd:fe:df:62,1
be:0c:e7:1e:57:f2,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,be:0c:e7:1e:57:f2,1
b0:b8:67:43:55:a1,be:0c:e7:1e:57:f2,1
b0:b8:67:43:55:a3,be:0c:e7:1e:57:f2,1
1a:3c:91:2e:15:b1,ff:ff:ff:ff:ff:ff,1
3a:89:5b:68:df:1e,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,3a:89:5b:68:df:1e,1
b0:b8:67:43:55:a1,3a:89:5b:68:df:1e,1
72:a0:93:92:79:63,ff:ff:ff:ff:ff:ff,2
de:f8:01:f9:74:e2,ff:ff:ff:ff:ff:ff,2
1e:a4:af:ad:73:51,ff:ff:ff:ff:ff:ff,2
c2:ac:28:78:da:fd,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,c2:ac:28:78:da:fd,2
b0:b8:67:43:50:01,c2:ac:28:78:da:fd,2
b0:b8:67:43:50:02,c2:ac:28:78:da:fd,2
b0:b8:67:43:4f:20,66:5d:94:fc:0f:e2,1
b0:b8:67:43:55:a0,66:5d:94:fc:0f:e2,1
b0:b8:67:43:4f:21,66:5d:94:fc:0f:e2,1
b0:b8:67:43:55:a1,66:5d:94:fc:0f:e2,1
b0:b8:67:43:4f:22,66:5d:94:fc:0f:e2,1
b0:b8:67:43:55:a3,66:5d:94:fc:0f:e2,1
b2:04:12:b2:ca:c6,ff:ff:ff:ff:ff:ff,1
8a:5e:df:e4:6e:72,ff:ff:ff:ff:ff:ff,5
b0:b8:67:43:55:a0,8a:5e:df:e4:6e:72,2
b0:b8:67:43:55:a3,8a:5e:df:e4:6e:72,1
b2:8c:2a:e4:eb:f4,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a3,b2:8c:2a:e4:eb:f4,1
3e:e8:a3:50:dc:cb,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,76:07:0c:6d:db:22,1
7c:57:3c:a4:16:81,76:07:0c:6d:db:22,1
7c:57:3c:a4:16:82,76:07:0c:6d:db:22,1
7c:57:3c:a4:16:80,46:ae:03:9a:48:cb,1
7c:57:3c:a4:16:81,46:ae:03:9a:48:cb,1
7c:57:3c:a4:16:82,46:ae:03:9a:48:cb,1
7c:57:3c:a4:16:80,e6:10:93:47:81:30,1
7c:57:3c:a4:16:81,e6:10:93:47:81:30,1
7c:57:3c:a4:16:82,e6:10:93:47:81:30,1
7c:57:3c:a4:16:80,72:f9:d0:99:0c:12,1
7c:57:3c:a4:16:81,72:f9:d0:99:0c:12,1
7c:57:3c:a4:16:82,72:f9:d0:99:0c:12,1
86:71:e3:6d:72:ab,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,36:41:d2:0a:c2:64,1
b0:b8:67:43:50:01,36:41:d2:0a:c2:64,1
b0:b8:67:43:50:02,36:41:d2:0a:c2:64,1
b2:eb:e3:d5:4d:8a,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,b2:eb:e3:d5:4d:8a,2
b0:b8:67:43:50:01,b2:eb:e3:d5:4d:8a,2
b0:b8:67:43:50:02,b2:eb:e3:d5:4d:8a,2
b0:b8:67:43:4c:00,b2:eb:e3:d5:4d:8a,1
1a:32:73:11:13:00,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,1a:32:73:11:13:00,2
b0:b8:67:43:55:a1,1a:32:73:11:13:00,2
b0:b8:67:43:55:a3,1a:32:73:11:13:00,2
b0:b8:67:43:55:a0,b6:10:13:d9:da:1e,1
b0:b8:67:43:55:a3,b6:10:13:d9:da:1e,2
b0:b8:67:43:55:a1,b6:10:13:d9:da:1e,1
b0:b8:67:43:55:a1,9e:e6:ee:8e:be:a2,1
b0:b8:67:43:55:a3,9e:e6:ee:8e:be:a2,1
9e:e6:ee:8e:be:a2,ff:ff:ff:ff:ff:ff,5
54:1f:8d:80:0b:1d,9e:e6:ee:8e:be:a2,1
7c:57:3c:a4:1e:60,9e:e6:ee:8e:be:a2,1
7c:57:3c:a4:1e:61,9e:e6:ee:8e:be:a2,1
36:16:24:43:9a:4d,ff:ff:ff:ff:ff:ff,1
e2:52:ad:ab:93:fb,ff:ff:ff:ff:ff:ff,1
22:8c:7f:fe:b5:02,ff:ff:ff:ff:ff:ff,1
c6:a4:69:55:5a:fb,ff:ff:ff:ff:ff:ff,6
54:1f:8d:80:0b:1d,c6:a4:69:55:5a:fb,3
b0:b8:67:43:4e:a2,c6:a4:69:55:5a:fb,1
b0:b8:67:43:4e:a0,c6:a4:69:55:5a:fb,1
b0:b8:67:43:4e:a1,c6:a4:69:55:5a:fb,1
a2:19:09:eb:89:39,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:60,c6:a4:69:55:5a:fb,1
54:1f:8d:80:0b:1d,a2:19:09:eb:89:39,1
7c:57:3c:a4:1e:61,c6:a4:69:55:5a:fb,2
7c:57:3c:a4:1e:62,c6:a4:69:55:5a:fb,2
7c:57:3c:a4:1e:60,a2:19:09:eb:89:39,1
54:1f:8d:80:0b:1d,72:3e:c0:61:bf:26,1
7c:57:3c:a4:1e:61,a2:19:09:eb:89:39,1
7c:57:3c:a4:16:80,3a:a2:9c:d7:7f:10,3
7c:57:3c:a4:16:81,3a:a2:9c:d7:7f:10,2
7c:57:3c:a4:16:82,3a:a2:9c:d7:7f:10,2
b0:b8:67:43:50:00,3a:a2:9c:d7:7f:10,2
b0:b8:67:43:50:01,3a:a2:9c:d7:7f:10,2
b0:b8:67:43:50:02,3a:a2:9c:d7:7f:10,2
b0:b8:67:43:55:a0,96:2a:ad:3b:86:f3,1
b0:b8:67:43:55:a3,96:2a:ad:3b:86:f3,1
fa:86:dc:aa:23:15,ff:ff:ff:ff:ff:ff,1
82:6f:10:12:9f:a5,ff:ff:ff:ff:ff:ff,1
5e:f5:c6:95:20:5b,ff:ff:ff:ff:ff:ff,2
62:ee:02:a0:5c:f7,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:16:81,62:ee:02:a0:5c:f7,1
b0:b8:67:43:50:00,62:ee:02:a0:5c:f7,1
b0:b8:67:43:50:01,62:ee:02:a0:5c:f7,1
b0:b8:67:43:50:02,62:ee:02:a0:5c:f7,1
7c:57:3c:a4:16:80,1e:5b:c0:06:2f:1d,1
7c:57:3c:a4:16:81,1e:5b:c0:06:2f:1d,1
7c:57:3c:a4:16:82,1e:5b:c0:06:2f:1d,1
b0:b8:67:43:4c:00,82:60:d9:f8:71:ad,1
b0:b8:67:43:4c:01,82:60:d9:f8:71:ad,1
b0:b8:67:43:4c:02,82:60:d9:f8:71:ad,1
b0:b8:67:43:55:a1,14:7d:da:6c:7d:bc,1
14:7d:da:6c:7d:bc,ff:ff:ff:ff:ff:ff,3
b0:b8:67:43:50:00,da:33:5f:d6:47:32,1
de:e5:e7:de:35:49,ff:ff:ff:ff:ff:ff,1
a2:a2:36:f3:2b:fa,ff:ff:ff:ff:ff:ff,2
42:c8:46:18:13:3a,ff:ff:ff:ff:ff:ff,1
16:4a:e5:28:4d:0a,ff:ff:ff:ff:ff:ff,6
fe:69:26:12:64:05,ff:ff:ff:ff:ff:ff,1
f6:c2:43:f0:d7:fc,ff:ff:ff:ff:ff:ff,1
62:b8:1a:7e:9c:b3,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:02,62:b8:1a:7e:9c:b3,1
b0:b8:67:43:50:00,16:4a:e5:28:4d:0a,3
b0:b8:67:43:50:01,16:4a:e5:28:4d:0a,3
b0:b8:67:43:50:02,16:4a:e5:28:4d:0a,2
7c:57:3c:a4:16:80,1a:5e:77:62:28:5b,1
b0:b8:67:43:50:00,1a:5e:77:62:28:5b,1
b0:b8:67:43:50:01,1a:5e:77:62:28:5b,1
7c:57:3c:a4:16:82,1a:5e:77:62:28:5b,1
b0:b8:67:43:50:02,1a:5e:77:62:28:5b,1
b0:b8:67:43:50:00,5e:13:ed:bd:7e:a5,1
b0:b8:67:43:50:01,5e:13:ed:bd:7e:a5,1
b0:b8:67:43:50:02,5e:13:ed:bd:7e:a5,1
de:bc:0d:ae:23:fd,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,8a:90:89:e3:c3:ec,1
b0:b8:67:43:55:a1,8a:90:89:e3:c3:ec,1
b0:b8:67:43:55:a3,8a:90:89:e3:c3:ec,1
86:2e:8c:54:87:b5,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a3,86:2e:8c:54:87:b5,1
3e:42:e1:b4:f9:9a,ff:ff:ff:ff:ff:ff,1
26:5d:ee:a8:a7:9f,ff:ff:ff:ff:ff:ff,2
54:1f:8d:80:0b:1d,12:dd:ba:c4:32:ed,1
54:1f:8d:80:0b:1d,0a:d8:8c:3b:17:26,1
b0:b8:67:43:50:00,3e:05:08:e7:c7:eb,2
b0:b8:67:43:50:01,3e:05:08:e7:c7:eb,2
b0:b8:67:43:50:02,3e:05:08:e7:c7:eb,2
b0:b8:67:43:50:00,0a:8f:df:c2:33:f7,1
b0:b8:67:43:50:01,0a:8f:df:c2:33:f7,1
b0:b8:67:43:55:a0,1e:b3:fc:a5:ba:aa,2
b0:b8:67:43:55:a1,1e:b3:fc:a5:ba:aa,2
b0:b8:67:43:55:a3,1e:b3:fc:a5:ba:aa,2
ca:e6:eb:90:4a:62,ff:ff:ff:ff:ff:ff,1
ce:ad:79:c0:6a:a1,ff:ff:ff:ff:ff:ff,4
7c:57:3c:a4:16:80,ce:ad:79:c0:6a:a1,2
b0:b8:67:43:50:00,ce:ad:79:c0:6a:a1,2
b0:b8:67:43:50:01,ce:ad:79:c0:6a:a1,2
b0:b8:67:43:50:02,ce:ad:79:c0:6a:a1,2
b0:b8:67:43:50:00,2a:d4:e6:0b:aa:c4,1
b0:b8:67:43:50:01,2a:d4:e6:0b:aa:c4,1
b0:b8:67:43:50:02,2a:d4:e6:0b:aa:c4,1
7c:57:3c:a4:16:81,ce:ad:79:c0:6a:a1,1
7c:57:3c:a4:16:82,ce:ad:79:c0:6a:a1,1
b0:b8:67:43:50:01,c6:b6:7d:22:48:b0,1
b0:b8:67:43:50:02,c6:b6:7d:22:48:b0,1
b0:b8:67:43:50:00,c2:14:e5:14:89:56,1
7c:57:3c:a4:16:80,9e:df:6a:c3:3d:e7,1
0e:fc:8a:90:4a:b8,da:97:86:7d:51:99,1
0e:fc:8a:90:4a:b8,e6:35:3c:58:57:cb,1
b0:b8:67:43:55:a0,fe:d9:67:68:3b:c4,1
b0:b8:67:43:55:a1,fe:d9:67:68:3b:c4,2
b0:b8:67:43:55:a3,fe:d9:67:68:3b:c4,1
8a:8f:c3:fa:6b:0e,ff:ff:ff:ff:ff:ff,5
0e:fc:8a:90:4a:b8,0e:ef:f6:f5:29:77,1
7c:57:3c:a4:1e:61,e6:de:aa:08:45:85,3
b0:b8:67:43:50:00,5a:d0:31:64:69:45,1
b0:b8:67:43:50:02,5a:d0:31:64:69:45,1
b0:b8:67:43:50:02,18:1d:ea:9c:0c:39,5
fe:27:f3:74:e5:d6,da:a1:19:c5:21:e3,2
32:2f:2c:f6:06:ca,ff:ff:ff:ff:ff:ff,2
b2:9d:64:47:ac:ae,ff:ff:ff:ff:ff:ff,1
0e:fc:8a:90:4a:b8,b2:9d:64:47:ac:ae,1
36:ab:7c:d4:c0:be,ff:ff:ff:ff:ff:ff,1
6e:55:bc:71:9c:fc,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,6e:55:bc:71:9c:fc,1
b0:b8:67:43:50:01,6e:55:bc:71:9c:fc,1
b0:b8:67:43:50:02,6e:55:bc:71:9c:fc,1
fa:8f:9d:ea:4d:44,ff:ff:ff:ff:ff:ff,2
f6:aa:9f:b6:c8:ff,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a1,fa:8f:9d:ea:4d:44,3
b0:b8:67:43:55:a3,fa:8f:9d:ea:4d:44,3
ee:0d:94:e8:2c:62,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,fa:8f:9d:ea:4d:44,1
b0:b8:67:43:50:00,aa:40:f2:83:9a:72,1
b0:b8:67:43:50:01,aa:40:f2:83:9a:72,1
b0:b8:67:43:50:02,aa:40:f2:83:9a:72,1
26:13:f5:5c:69:a6,fe:27:f3:74:e5:d6,2
b0:b8:67:43:55:a0,9e:bf:13:f9:77:30,2
b0:b8:67:43:55:a1,9e:bf:13:f9:77:30,2
b0:b8:67:43:55:a3,9e:bf:13:f9:77:30,2
b0:b8:67:43:55:a0,6e:17:e6:f8:d8:5d,1
b0:b8:67:43:55:a1,6e:17:e6:f8:d8:5d,1
54:1f:8d:80:0b:1d,26:b1:ca:7d:30:1e,1
b0:b8:67:43:50:02,ba:c6:23:82:33:b6,1
9e:bf:13:f9:77:30,ce:bb:87:13:fe:bc,1
b0:b8:67:43:4f:22,01:00:5e:00:00:fb,3
8a:d7:8a:53:f4:f8,ff:ff:ff:ff:ff:ff,2
f2:71:0a:8c:3d:ac,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,f2:71:0a:8c:3d:ac,1
b0:b8:67:43:55:a3,f2:71:0a:8c:3d:ac,1
a6:b5:bd:62:84:fb,ff:ff:ff:ff:ff:ff,2
da:99:fc:e0:a9:d8,ff:ff:ff:ff:ff:ff,2
b2:ff:e7:d7:7a:77,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:4f:22,01:00:5e:7f:ff:fa,1
fe:27:f3:74:e5:d6,7e:44:67:ac:71:33,1
0e:dc:45:20:9c:93,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:4f:20,0e:dc:45:20:9c:93,1
7c:57:3c:a4:16:82,96:6c:7d:e3:f2:dc,1
7c:57:3c:a4:16:80,ee:8a:53:2e:b8:22,3
9e:bf:13:f9:77:30,ee:8a:53:2e:b8:22,3
7c:57:3c:a4:16:82,ee:8a:53:2e:b8:22,2
ee:8a:53:2e:b8:22,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,ee:8a:53:2e:b8:22,1
b0:b8:67:43:50:01,ee:8a:53:2e:b8:22,1
b0:b8:67:43:50:02,ee:8a:53:2e:b8:22,1
7c:57:3c:a4:16:81,ee:8a:53:2e:b8:22,1
22:90:ee:b6:9d:76,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:5a:a0,22:90:ee:b6:9d:76,1
b0:b8:67:43:5a:a1,22:90:ee:b6:9d:76,1
54:1f:8d:80:0b:1d,22:90:ee:b6:9d:76,1
b0:b8:67:43:5a:a2,22:90:ee:b6:9d:76,1
7c:57:3c:a4:1e:60,22:90:ee:b6:9d:76,1
7c:57:3c:a4:1e:62,22:90:ee:b6:9d:76,1
9e:bf:13:f9:77:30,3a:74:0d:61:19:2b,1
b0:b8:67:43:50:01,3a:74:0d:61:19:2b,1
b0:b8:67:43:50:02,3a:74:0d:61:19:2b,1
fe:27:f3:74:e5:d6,ea:fb:ac:ca:3c:bd,3
9e:bf:13:f9:77:30,a6:7c:27:b6:ba:7e,1
9e:bf:13:f9:77:30,8e:ca:5d:86:53:10,2
3e:3e:e1:77:f5:75,ff:ff:ff:ff:ff:ff,3
54:1f:8d:80:0b:1d,76:a3:51:ee:54:3a,1
7c:57:3c:a4:1e:61,76:a3:51:ee:54:3a,1
7c:57:3c:a4:1e:62,76:a3:51:ee:54:3a,1
9e:bf:13:f9:77:30,5e:9d:fb:52:31:d8,2
fe:27:f3:74:e5:d6,d2:a3:c5:94:37:3d,1
fe:27:f3:74:e5:d6,7e:0e:61:14:bc:5b,1
4e:a9:99:43:dd:13,ff:ff:ff:ff:ff:ff,1
9e:bf:13:f9:77:30,ee:2f:0f:c5:ae:b5,1
9e:bf:13:f9:77:30,da:a1:19:1c:68:af,6
ae:6f:b4:f6:80:df,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:60,ae:6f:b4:f6:80:df,2
7c:57:3c:a4:1e:61,ae:6f:b4:f6:80:df,2
7c:57:3c:a4:1e:62,ae:6f:b4:f6:80:df,2
b0:b8:67:43:4e:a1,9a:0f:d4:b3:3e:f9,1
b0:b8:67:43:4e:a2,9a:0f:d4:b3:3e:f9,1
7c:57:3c:a4:1e:60,9a:0f:d4:b3:3e:f9,2
7c:57:3c:a4:1e:61,9a:0f:d4:b3:3e:f9,2
7c:57:3c:a4:1e:62,9a:0f:d4:b3:3e:f9,2
54:1f:8d:80:0b:1d,ce:9e:60:b3:67:06,1
7c:57:3c:a4:1e:60,ce:9e:60:b3:67:06,1
7c:57:3c:a4:1e:61,ce:9e:60:b3:67:06,1
7c:57:3c:a4:1e:62,ce:9e:60:b3:67:06,1
54:1f:8d:80:0b:1d,7a:ad:71:34:80:36,1
54:1f:8d:80:0b:1d,7a:88:f3:9d:6e:e8,1
54:1f:8d:80:0b:1d,ae:3a:69:bd:bd:a2,1
9e:bf:13:f9:77:30,d6:3e:e7:0d:4b:f7,2
b0:b8:67:43:50:00,d6:3e:e7:0d:4b:f7,1
b0:b8:67:43:50:01,d6:3e:e7:0d:4b:f7,1
b0:b8:67:43:50:02,d6:3e:e7:0d:4b:f7,1
b6:eb:22:8e:a1:54,ff:ff:ff:ff:ff:ff,2
fe:27:f3:74:e5:d6,b6:eb:22:8e:a1:54,1
36:1d:ab:16:38:d5,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:01,36:1d:ab:16:38:d5,2
b0:b8:67:43:50:00,42:cb:df:a6:a4:50,1
7c:57:3c:a4:16:81,28:8e:ec:83:fe:ee,1
b0:b8:67:43:50:00,28:8e:ec:83:fe:ee,3
b0:b8:67:43:50:01,28:8e:ec:83:fe:ee,4
b0:b8:67:43:50:02,28:8e:ec:83:fe:ee,3
b0:b8:67:43:50:00,2e:3c:ec:5b:94:e0,1
b0:b8:67:43:50:01,2e:3c:ec:5b:94:e0,1
b0:b8:67:43:50:02,2e:3c:ec:5b:94:e0,1
b0:b8:67:43:4c:00,2e:3c:ec:5b:94:e0,1
fe:27:f3:74:e5:d6,6c:a1:00:15:a0:f5,3
fe:27:f3:74:e5:d6,01:00:5e:00:00:fb,6
7c:57:3c:a4:1e:60,46:9a:41:0a:19:c3,1
7c:57:3c:a4:1e:61,46:9a:41:0a:19:c3,1
9e:bf:13:f9:77:30,f2:fb:c9:ab:42:96,4
3a:dc:37:54:ba:93,ff:ff:ff:ff:ff:ff,1
fe:27:f3:74:e5:d6,3a:dc:37:54:ba:93,1
fe:27:f3:74:e5:d6,da:a1:19:d0:7f:1c,3
7c:57:3c:a4:1e:60,6a:5b:94:a3:b6:e4,3
7c:57:3c:a4:1e:61,6a:5b:94:a3:b6:e4,4
7c:57:3c:a4:1e:62,6a:5b:94:a3:b6:e4,4
c6:de:d1:ca:43:ce,ff:ff:ff:ff:ff:ff,1
6a:5b:94:a3:b6:e4,ff:ff:ff:ff:ff:ff,2
9e:bf:13:f9:77:30,36:1a:ee:99:81:04,1
b0:b8:67:43:50:00,2e:1b:5f:51:42:6c,1
b0:b8:67:43:50:01,2e:1b:5f:51:42:6c,1
b0:b8:67:43:50:02,2e:1b:5f:51:42:6c,1
b0:b8:67:43:4c:00,c6:1e:56:88:b9:e6,1
b0:b8:67:43:4c:01,c6:1e:56:88:b9:e6,1
b0:b8:67:43:55:a0,6e:eb:cc:18:9f:f9,1
5a:9f:6f:04:ef:7e,ff:ff:ff:ff:ff:ff,2
fe:27:f3:74:e5:d6,da:a1:19:84:82:55,2
b0:b8:67:43:50:01,9a:51:52:14:07:5a,1
a6:6b:c2:c0:17:d1,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,a6:6b:c2:c0:17:d1,1
b0:b8:67:43:55:a3,a6:6b:c2:c0:17:d1,1
b0:b8:67:43:55:a1,f2:58:83:2c:7b:b3,1
b0:b8:67:43:55:a0,dc:6a:e7:4e:91:5c,5
ea:88:43:9f:8f:cd,ff:ff:ff:ff:ff:ff,9
b0:b8:67:43:4e:a0,ea:88:43:9f:8f:cd,1
54:1f:8d:80:0b:1d,ea:88:43:9f:8f:cd,3
b0:b8:67:43:4e:a2,ea:88:43:9f:8f:cd,1
7c:57:3c:a4:1e:60,ea:88:43:9f:8f:cd,2
7c:57:3c:a4:1e:62,ea:88:43:9f:8f:cd,3
7c:57:3c:a4:1e:61,ea:88:43:9f:8f:cd,2
9e:bf:13:f9:77:30,22:44:00:97:a7:7c,3
22:44:00:97:a7:7c,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,22:44:00:97:a7:7c,1
b0:b8:67:43:50:00,22:44:00:97:a7:7c,1
